ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE
42,Pennsylvania,PA,42001,Adams,42001030802,"Census Tract 308.02, Adams County, Pennsylvania",0.70268826541,1570,145,672,68,656,68,162,65,72,66,181,49,130,55,65,65,331,85,327,51,176,55,37,22,13,44,141,65,13,13,13,9,3,12,9,10,5,3,10.4,4.1,8.0,6.8,27.6,6.9,11.8,4.3,4.1,4.0,21.1,4.7,20.8,2.6,11.2,3.2,5.6,3.3,0.9,3.0,9.0,4.1,1.9,1.9,1.9,1.3,0.5,1.8,1.4,1.6,0.3,0.2,0.2775,0.7801,0.643,0.7422,0.4647,2.9075,0.6372,0.6679,0.5387,0.3096,0.5832,0.6049,2.7043,0.6516,0.3634,0.3634,0.3634,0.4124,0.6542,0.422,0.1054,0.4982,2.0922,0.4273,8.0674,0.5866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,199,201,27,24,91,55,3,5,0,11,0,11,20,17,0,11,12.7,1.2,1.7,1.5,5.8,3.4,0.2,0.3,0.0,1.7,0.0,1.7,1.3,1.1,0.0,1.7
42,Pennsylvania,PA,42001,Adams,42001030803,"Census Tract 308.03, Adams County, Pennsylvania",13.499314341956,2563,17,949,82,904,71,289,112,22,19,142,51,110,41,117,52,451,72,700,125,249,65,96,64,7,43,79,65,0,15,95,46,9,15,7,12,0,11,11.3,4.4,1.7,1.5,15.7,5.5,6.8,2.4,4.6,2.0,17.6,2.8,27.3,4.9,9.7,2.5,10.6,7.0,0.3,1.8,3.1,2.5,0.0,1.6,10.0,4.7,1.0,1.7,0.8,1.3,0.0,0.4,0.3107,0.1117,0.1618,0.4405,0.5259,1.5506,0.2238,0.4543,0.8851,0.2118,0.8382,0.391,2.7804,0.6936,0.1117,0.1117,0.1117,0.0,0.8576,0.5654,0.0621,0.0,1.4851,0.1981,5.9278,0.2359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,96,54,17,29,59,55,0,11,1,2,0,11,0,11,2,4,3.7,0.0,0.7,1.1,2.3,2.1,0.0,1.1,0.0,0.1,0.0,1.1,0.0,1.1,0.1,0.1
42,Pennsylvania,PA,42001,Adams,42001030901,"Census Tract 309.01, Adams County, Pennsylvania",2.13227146112,3445,448,1357,105,1293,105,705,217,81,40,373,86,185,57,152,56,586,97,798,154,431,137,92,42,62,53,461,182,50,22,55,27,19,16,117,43,7,5,20.5,5.7,4.2,2.4,28.8,6.2,8.0,2.6,4.4,1.7,17.0,3.3,23.2,3.3,12.5,4.3,7.1,3.2,1.9,1.6,13.4,5.0,3.7,1.6,4.1,2.0,1.5,1.2,9.0,3.3,0.2,0.1,0.6152,0.4444,0.6761,0.532,0.5056,2.7733,0.5995,0.4212,0.7198,0.391,0.6917,0.7603,2.984,0.7885,0.4851,0.4851,0.4851,0.5129,0.7322,0.665,0.6098,0.4147,2.9346,0.7981,9.177,0.7556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7150,373,643,97,128,178,85,21,22,0,11,0,11,151,92,14,21,10.8,1.4,2.8,3.7,5.2,2.5,0.6,0.6,0.0,0.8,0.0,0.8,4.4,2.7,0.4,0.6
42,Pennsylvania,PA,42001,Adams,42001030902,"Census Tract 309.02, Adams County, Pennsylvania",8.055115523524,3904,429,1716,213,1674,217,704,296,16,26,539,176,491,164,42,44,1412,242,601,121,603,200,51,55,20,61,218,142,79,53,16,26,0,15,103,68,237,115,19.2,7.7,1.0,1.6,32.2,9.6,16.4,5.5,1.1,1.2,36.2,5.2,15.4,2.6,16.4,5.1,3.0,3.3,0.5,1.7,5.6,3.6,4.6,3.0,0.9,1.5,0.0,0.9,6.2,4.0,6.1,2.9,0.5774,0.05,0.772,0.866,0.0717,2.3371,0.4628,0.9815,0.1835,0.6607,0.3104,0.4818,2.6179,0.6025,0.24,0.24,0.24,0.5563,0.578,0.0,0.472,0.8977,2.504,0.6183,7.699,0.5274,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3755,597,618,1,4,199,140,0,11,0,11,0,11,18,18,0,11,16.3,2.0,0.0,0.1,5.1,3.5,0.0,0.7,0.0,0.7,0.0,0.7,0.5,0.5,0.0,0.7
42,Pennsylvania,PA,42001,Adams,42001031000,"Census Tract 310, Adams County, Pennsylvania",3.07282751618,1852,211,682,71,651,73,230,128,53,39,156,59,153,79,61,47,230,28,495,100,175,46,52,31,0,44,114,93,0,15,4,7,0,15,8,8,8,12,12.5,6.8,5.2,3.6,24.0,8.7,12.5,6.4,3.3,2.3,12.4,1.8,26.7,4.5,9.4,2.5,8.0,4.7,0.0,2.6,6.2,5.0,0.0,2.2,0.6,1.0,0.0,2.3,1.2,1.3,0.4,0.6,0.352,0.5667,0.5158,0.7672,0.3593,2.561,0.5363,0.1905,0.8664,0.1936,0.738,0.0,1.9885,0.2456,0.2655,0.2655,0.2655,0.0,0.5333,0.0,0.0898,0.5431,1.1662,0.1157,5.9812,0.2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1504,240,309,0,11,100,87,0,11,0,11,0,11,14,22,0,11,13.0,1.5,0.0,1.5,5.4,4.6,0.0,1.5,0.0,1.5,0.0,1.5,0.8,1.2,0.0,1.5
42,Pennsylvania,PA,42001,Adams,42001031101,"Census Tract 311.01, Adams County, Pennsylvania",1.174767072668,5114,307,2269,205,2171,203,952,372,215,155,611,200,376,175,304,199,1052,286,1035,124,697,180,214,124,65,93,357,211,46,41,0,15,18,32,146,89,13,12,18.6,7.2,7.1,5.2,28.1,8.8,10.5,4.7,5.9,3.8,20.6,5.1,20.2,2.1,13.6,3.4,9.9,5.6,1.3,1.9,7.0,4.1,2.0,1.8,0.0,1.2,0.8,1.5,6.7,4.1,0.3,0.2,0.5589,0.7272,0.6603,0.6827,0.6595,3.2886,0.753,0.6357,0.4968,0.4744,0.8151,0.6832,3.1052,0.8343,0.2945,0.2945,0.2945,0.42,0.0,0.5106,0.5041,0.4982,1.9329,0.354,8.6212,0.6787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4466,586,446,30,46,211,186,45,61,0,15,0,15,71,59,0,15,11.5,0.7,0.6,0.9,4.1,3.6,0.9,1.2,0.0,0.5,0.0,0.5,1.4,1.1,0.0,0.5
42,Pennsylvania,PA,42001,Adams,42001031102,"Census Tract 311.02, Adams County, Pennsylvania",6.67422673985,3319,262,1319,120,1319,120,292,143,101,68,261,102,188,63,180,70,750,125,621,107,384,153,27,26,7,44,496,222,63,31,0,11,6,14,27,31,0,11,8.8,4.3,5.4,3.3,19.8,7.5,7.6,2.5,5.4,2.1,22.6,3.8,18.7,2.9,11.6,4.4,2.0,2.0,0.2,1.4,14.9,6.6,4.8,2.3,0.0,2.1,0.5,1.1,2.0,2.4,0.0,0.3,0.2239,0.5873,0.3373,0.5056,0.6155,2.2696,0.4405,0.7462,0.3863,0.3302,0.1808,0.3382,1.9817,0.2406,0.5229,0.5229,0.5229,0.5654,0.0,0.422,0.1563,0.0,1.1437,0.1109,5.9179,0.2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1812,337,387,117,104,166,120,0,11,30,46,0,11,183,148,0,11,10.2,0.8,3.5,3.1,5.0,3.6,0.0,0.8,0.9,1.4,0.0,0.8,5.5,4.3,0.0,0.8
42,Pennsylvania,PA,42001,Adams,42001031201,"Census Tract 312.01, Adams County, Pennsylvania",26.003225295344,3724,20,1538,133,1453,122,427,220,13,22,244,86,173,72,141,77,849,108,821,158,526,148,33,33,44,69,479,280,48,43,6,10,0,15,23,36,80,32,11.7,6.0,0.7,1.3,16.8,5.7,6.4,2.7,3.9,2.1,22.8,2.9,22.0,4.2,14.5,4.1,2.3,2.3,1.2,1.9,12.9,7.5,3.1,2.8,0.4,0.6,0.0,1.0,1.6,2.5,2.1,0.9,0.323,0.0306,0.2016,0.4109,0.4377,1.4038,0.1844,0.7576,0.6398,0.5303,0.2163,0.6656,2.8096,0.7089,0.4745,0.4745,0.4745,0.4845,0.5,0.0,0.1224,0.7559,1.8628,0.329,6.5507,0.331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2405,482,232,96,73,267,261,17,24,0,11,0,11,76,59,23,30,13.2,0.2,2.6,2.0,7.2,7.0,0.5,0.6,0.0,0.7,0.0,0.7,2.0,1.6,0.6,0.8
42,Pennsylvania,PA,42001,Adams,42001031202,"Census Tract 312.02, Adams County, Pennsylvania",10.900132048848,2723,45,1017,78,970,75,233,100,32,21,207,63,136,47,144,58,450,66,581,114,279,65,19,15,0,44,256,148,17,29,21,15,2,12,77,34,0,11,8.6,3.7,2.2,1.4,21.3,6.3,7.1,2.4,5.3,2.1,16.5,2.4,21.3,4.2,10.2,2.4,2.0,1.5,0.0,1.7,9.4,5.4,1.7,2.8,2.1,1.4,0.2,1.2,7.9,3.4,0.0,0.4,0.2169,0.1661,0.4047,0.4683,0.604,1.86,0.3058,0.3904,0.5835,0.2415,0.1808,0.0,1.3962,0.0637,0.3772,0.3772,0.3772,0.396,0.6654,0.3675,0.5621,0.0,1.991,0.3782,5.6244,0.1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,251,102,0,11,154,134,4,7,5,8,0,11,93,59,0,11,9.2,0.2,0.0,1.0,5.7,4.9,0.1,0.2,0.2,0.3,0.0,1.0,3.4,2.1,0.0,1.0
42,Pennsylvania,PA,42001,Adams,42001031203,"Census Tract 312.03, Adams County, Pennsylvania",17.533657846368,3190,23,1301,70,1230,70,294,115,52,41,212,58,198,76,76,50,720,137,552,78,390,126,32,23,0,44,102,64,0,15,23,24,2,11,24,26,0,11,9.3,3.6,3.1,2.5,17.2,4.6,8.5,3.1,2.4,1.6,22.6,4.3,17.3,2.4,12.2,4.0,2.6,1.9,0.0,1.5,3.2,2.0,0.0,1.2,1.8,1.8,0.2,0.9,2.0,2.1,0.0,0.3,0.2389,0.2895,0.2189,0.5616,0.2327,1.5416,0.2214,0.7462,0.2863,0.374,0.255,0.0,1.6615,0.126,0.1166,0.1166,0.1166,0.0,0.6489,0.3675,0.1563,0.0,1.1727,0.1177,4.4924,0.0716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1051,427,161,30,42,41,38,10,14,6,9,0,11,15,20,0,11,13.4,0.1,0.9,1.3,1.3,1.2,0.3,0.4,0.2,0.3,0.0,0.9,0.5,0.6,0.0,0.9
42,Pennsylvania,PA,42001,Adams,42001031300,"Census Tract 313, Adams County, Pennsylvania",1.507662286558,4494,18,2091,145,1912,154,712,310,80,60,550,173,280,106,211,186,782,130,1097,127,628,204,118,81,43,60,352,240,60,55,9,13,0,15,72,52,0,11,16.0,6.9,3.1,2.3,28.8,8.7,9.2,3.5,4.7,4.1,17.4,2.9,24.4,2.8,14.0,4.5,6.2,4.2,1.0,1.4,7.8,5.3,2.9,2.6,0.4,0.6,0.0,0.8,3.8,2.7,0.0,0.2,0.4719,0.2895,0.6761,0.6094,0.5376,2.5845,0.5445,0.4443,0.7796,0.5026,0.6331,0.6278,2.9874,0.792,0.3227,0.3227,0.3227,0.4736,0.5,0.0,0.3134,0.0,1.287,0.1451,7.1816,0.4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4981,468,170,84,102,186,207,1,2,0,11,0,11,81,66,0,11,10.4,0.1,1.9,2.3,4.1,4.6,0.0,0.1,0.0,0.6,0.0,0.6,1.8,1.5,0.0,0.6
